"","1044_si","1045_si","1062_si","1064_sg","1051_sca","1052_sca","1053_sca","1046_laa","1047_laa","1048_laa","1040_loa","1041_loa","1042_loa","1043_loa","994_sf","995_sf","1038_sf","1039_sf","990_ll","991_ll","992_ll","993_ll","1054_sr","1055_sr","1056_sr","1057_sr","1058_scr","1059_scr","1060_scr","1061_scr"
"1040_loa",0.0899955002249887,0.0899955002249887,0.104994750262487,0.0899955002249887,0.149992500374981,0.149992500374981,0.0299985000749962,0,0,0,0,0,0,0,0.0449977501124944,0.0449977501124944,0.0449977501124944,0.0599970001499925,0.0299985000749962,0.0299985000749962,0.0299985000749962,0.0299985000749962,0.0299985000749962,0.0299985000749962,0.149992500374981,0.134993250337483,0.134993250337483,0.134993250337483,0.0299985000749962,0.0899955002249887
"1041_loa",0.0899955002249887,0.0899955002249887,0.104994750262487,0.0899955002249887,0.149992500374981,0.149992500374981,0.0299985000749962,0,0,0,0,0,0,0,0.0449977501124944,0.0449977501124944,0.0449977501124944,0.0599970001499925,0.0299985000749962,0.0299985000749962,0.0299985000749962,0.0299985000749962,0.0299985000749962,0.0299985000749962,0.149992500374981,0.134993250337483,0.134993250337483,0.134993250337483,0.0299985000749962,0.0899955002249887
"1042_loa",0.0899955002249887,0.0899955002249887,0.104994750262487,0.0899955002249887,0.149992500374981,0.149992500374981,0.0299985000749962,0,0,0,0,0,0,0,0.0449977501124944,0.0449977501124944,0.0449977501124944,0.0599970001499925,0.0299985000749962,0.0299985000749962,0.0299985000749962,0.0299985000749962,0.0299985000749962,0.0299985000749962,0.149992500374981,0.134993250337483,0.134993250337483,0.134993250337483,0.0299985000749962,0.0899955002249887
"1043_loa",0.0899955002249887,0.0899955002249887,0.104994750262487,0.0899955002249887,0.149992500374981,0.149992500374981,0.0299985000749962,0,0,0,0,0,0,0,0.0449977501124944,0.0449977501124944,0.0449977501124944,0.0599970001499925,0.0299985000749962,0.0299985000749962,0.0299985000749962,0.0299985000749962,0.0299985000749962,0.0299985000749962,0.149992500374981,0.134993250337483,0.134993250337483,0.134993250337483,0.0299985000749962,0.0899955002249887
"994_sf",0.0749962501874906,0.0749962501874906,0.0899955002249887,0.0749962501874906,0.134993250337483,0.134993250337483,0.0149992500374981,0.0449977501124944,0.0449977501124944,0.0449977501124944,0.0449977501124944,0.0449977501124944,0.0449977501124944,0.0449977501124944,0,0,0,0.0149992500374981,0.0149992500374981,0.0149992500374981,0.0149992500374981,0.0149992500374981,0.0149992500374981,0.0149992500374981,0.134993250337483,0.119994000299985,0.119994000299985,0.119994000299985,0.0149992500374981,0.0749962501874906
"995_sf",0.0749962501874906,0.0749962501874906,0.0899955002249887,0.0749962501874906,0.134993250337483,0.134993250337483,0.0149992500374981,0.0449977501124944,0.0449977501124944,0.0449977501124944,0.0449977501124944,0.0449977501124944,0.0449977501124944,0.0449977501124944,0,0,0,0.0149992500374981,0.0149992500374981,0.0149992500374981,0.0149992500374981,0.0149992500374981,0.0149992500374981,0.0149992500374981,0.134993250337483,0.119994000299985,0.119994000299985,0.119994000299985,0.0149992500374981,0.0749962501874906
"1038_sf",0.0749962501874906,0.0749962501874906,0.0899955002249887,0.0749962501874906,0.134993250337483,0.134993250337483,0.0149992500374981,0.0449977501124944,0.0449977501124944,0.0449977501124944,0.0449977501124944,0.0449977501124944,0.0449977501124944,0.0449977501124944,0,0,0,0.0149992500374981,0.0149992500374981,0.0149992500374981,0.0149992500374981,0.0149992500374981,0.0149992500374981,0.0149992500374981,0.134993250337483,0.119994000299985,0.119994000299985,0.119994000299985,0.0149992500374981,0.0749962501874906
"1039_sf",0.0899955002249887,0.0899955002249887,0.104994750262487,0.0899955002249887,0.149992500374981,0.149992500374981,0.0299985000749962,0.0599970001499925,0.0599970001499925,0.0599970001499925,0.0599970001499925,0.0599970001499925,0.0599970001499925,0.0599970001499925,0.0149992500374981,0.0149992500374981,0.0149992500374981,0,0.0299985000749962,0.0299985000749962,0.0299985000749962,0.0299985000749962,0.0299985000749962,0.0299985000749962,0.149992500374981,0.134993250337483,0.134993250337483,0.134993250337483,0.0299985000749962,0.0899955002249887
"990_ll",0.0599970001499925,0.0599970001499925,0.0749962501874906,0.0599970001499925,0.119994000299985,0.119994000299985,0,0.0299985000749962,0.0299985000749962,0.0299985000749962,0.0299985000749962,0.0299985000749962,0.0299985000749962,0.0299985000749962,0.0149992500374981,0.0149992500374981,0.0149992500374981,0.0299985000749962,0,0,0,0,0,0,0.119994000299985,0.104994750262487,0.104994750262487,0.104994750262487,0,0.0599970001499925
"991_ll",0.0599970001499925,0.0599970001499925,0.0749962501874906,0.0599970001499925,0.119994000299985,0.119994000299985,0,0.0299985000749962,0.0299985000749962,0.0299985000749962,0.0299985000749962,0.0299985000749962,0.0299985000749962,0.0299985000749962,0.0149992500374981,0.0149992500374981,0.0149992500374981,0.0299985000749962,0,0,0,0,0,0,0.119994000299985,0.104994750262487,0.104994750262487,0.104994750262487,0,0.0599970001499925
"992_ll",0.0599970001499925,0.0599970001499925,0.0749962501874906,0.0599970001499925,0.119994000299985,0.119994000299985,0,0.0299985000749962,0.0299985000749962,0.0299985000749962,0.0299985000749962,0.0299985000749962,0.0299985000749962,0.0299985000749962,0.0149992500374981,0.0149992500374981,0.0149992500374981,0.0299985000749962,0,0,0,0,0,0,0.119994000299985,0.104994750262487,0.104994750262487,0.104994750262487,0,0.0599970001499925
"993_ll",0.0599970001499925,0.0599970001499925,0.0749962501874906,0.0599970001499925,0.119994000299985,0.119994000299985,0,0.0299985000749962,0.0299985000749962,0.0299985000749962,0.0299985000749962,0.0299985000749962,0.0299985000749962,0.0299985000749962,0.0149992500374981,0.0149992500374981,0.0149992500374981,0.0299985000749962,0,0,0,0,0,0,0.119994000299985,0.104994750262487,0.104994750262487,0.104994750262487,0,0.0599970001499925
"1054_sr",0.0599970001499925,0.0599970001499925,0.0749962501874906,0.0599970001499925,0.119994000299985,0.119994000299985,0,0.0299985000749962,0.0299985000749962,0.0299985000749962,0.0299985000749962,0.0299985000749962,0.0299985000749962,0.0299985000749962,0.0149992500374981,0.0149992500374981,0.0149992500374981,0.0299985000749962,0,0,0,0,0,0,0.119994000299985,0.104994750262487,0.104994750262487,0.104994750262487,0,0.0599970001499925
"1055_sr",0.0599970001499925,0.0599970001499925,0.0749962501874906,0.0599970001499925,0.119994000299985,0.119994000299985,0,0.0299985000749962,0.0299985000749962,0.0299985000749962,0.0299985000749962,0.0299985000749962,0.0299985000749962,0.0299985000749962,0.0149992500374981,0.0149992500374981,0.0149992500374981,0.0299985000749962,0,0,0,0,0,0,0.119994000299985,0.104994750262487,0.104994750262487,0.104994750262487,0,0.0599970001499925
"1056_sr",0.179991000449977,0.179991000449977,0.194990250487476,0.179991000449977,0,0,0.119994000299985,0.149992500374981,0.149992500374981,0.149992500374981,0.149992500374981,0.149992500374981,0.149992500374981,0.149992500374981,0.134993250337483,0.134993250337483,0.134993250337483,0.149992500374981,0.119994000299985,0.119994000299985,0.119994000299985,0.119994000299985,0.119994000299985,0.119994000299985,0,0.104994750262487,0.104994750262487,0.104994750262487,0.119994000299985,0.179991000449977
"1057_sr",0.164991750412479,0.164991750412479,0.179991000449977,0.164991750412479,0.104994750262487,0.104994750262487,0.104994750262487,0.134993250337483,0.134993250337483,0.134993250337483,0.134993250337483,0.134993250337483,0.134993250337483,0.134993250337483,0.119994000299985,0.119994000299985,0.119994000299985,0.134993250337483,0.104994750262487,0.104994750262487,0.104994750262487,0.104994750262487,0.104994750262487,0.104994750262487,0.104994750262487,0,0,0,0.104994750262487,0.164991750412479
"1058_scr",0.164991750412479,0.164991750412479,0.179991000449977,0.164991750412479,0.104994750262487,0.104994750262487,0.104994750262487,0.134993250337483,0.134993250337483,0.134993250337483,0.134993250337483,0.134993250337483,0.134993250337483,0.134993250337483,0.119994000299985,0.119994000299985,0.119994000299985,0.134993250337483,0.104994750262487,0.104994750262487,0.104994750262487,0.104994750262487,0.104994750262487,0.104994750262487,0.104994750262487,0,0,0,0.104994750262487,0.164991750412479
"1059_scr",0.164991750412479,0.164991750412479,0.179991000449977,0.164991750412479,0.104994750262487,0.104994750262487,0.104994750262487,0.134993250337483,0.134993250337483,0.134993250337483,0.134993250337483,0.134993250337483,0.134993250337483,0.134993250337483,0.119994000299985,0.119994000299985,0.119994000299985,0.134993250337483,0.104994750262487,0.104994750262487,0.104994750262487,0.104994750262487,0.104994750262487,0.104994750262487,0.104994750262487,0,0,0,0.104994750262487,0.164991750412479
"1060_scr",0.0599970001499925,0.0599970001499925,0.0749962501874906,0.0599970001499925,0.119994000299985,0.119994000299985,0,0.0299985000749962,0.0299985000749962,0.0299985000749962,0.0299985000749962,0.0299985000749962,0.0299985000749962,0.0299985000749962,0.0149992500374981,0.0149992500374981,0.0149992500374981,0.0299985000749962,0,0,0,0,0,0,0.119994000299985,0.104994750262487,0.104994750262487,0.104994750262487,0,0.0599970001499925
"1061_scr",0,0,0.0449977501124944,0,0.179991000449977,0.179991000449977,0.0599970001499925,0.0899955002249887,0.0899955002249887,0.0899955002249887,0.0899955002249887,0.0899955002249887,0.0899955002249887,0.0899955002249887,0.0749962501874906,0.0749962501874906,0.0749962501874906,0.0899955002249887,0.0599970001499925,0.0599970001499925,0.0599970001499925,0.0599970001499925,0.0599970001499925,0.0599970001499925,0.179991000449977,0.164991750412479,0.164991750412479,0.164991750412479,0.0599970001499925,0
